LATITUDE|LONGITUDE|ELEVATION|DATE|AWND|CDSD|CLDD|DP01|DP10|DSND|DSNW|DT00|DT32|DX32|DX70|DX90|EMNT|EMSD|EMSN|EMXP|EMXT|FZF0|FZF1|FZF2|FZF3|FZF4|FZF5|FZF6|FZF7|FZF8|FZF9|HDSD|HTDD|PRCP|PSUN|SNOW|TAVG|TMAX|TMIN|TSUN|WDF2|WDF5|WDFG|WDMV|WSF2|WSF5|WSFG|name
97|47.78|-121.7|1066.8|1997||48.0|48.0|201.0|201.0|||0.0|132.0|22.0|49.0|0.0|10.0|||5.7|87.0|32.0|28.0|20.0|||32.0|25.0|20.0|20.0|12.0|8374.0|8374.0|187.46|||43.2|50.3|36.2|||||||||ALPINE MEADOWS, WA US
98|47.78|-121.7|1066.8|1998||102.0|102.0|192.0|192.0|||1.0|140.0|24.0|57.0|3.0|-1.0|||3.9|92.0|31.0|27.0|18.0|18.0|4.0|32.0|27.0|22.0|20.0|7.0|7874.0|7874.0|153.98|||43.5|50.4|36.6|||||||||ALPINE MEADOWS, WA US
99|48.2733|-117.7409|509.0|1997||320.0|320.0|||||6.0|154.0|19.0|128.0|28.0|-3.0||||102.0|31.0|28.0|24.0|19.0|15.0|25.0|25.0|21.0|20.0|12.0|6714.0|6714.0||||47.7|60.3|35.2|||||||||CHEWELAH, WA US
100|48.2733|-117.7409|509.0|1998||489.0|489.0|137.0|68.0||12.0|4.0|139.0|12.0|145.0|48.0|-5.0||11.0|2.35|103.0|30.0|26.0|18.0|18.0|6.0|30.0|25.0|23.0|20.0|0.0|5519.0|5519.0|28.51||36.9|50.3|63.5|37.1|||||||||CHEWELAH, WA US
101|48.1156|-120.1031|1085.1|1997||||||||||||||||||||||||||||7807.0|7807.0|||||||||||||||DOUGLAS INGRAM RIDGE WASHINGTO, WA US
102|48.1156|-120.1031|1085.1|1998||500.0|500.0|||||6.0|144.0|32.0|118.0|14.0|-7.0||||97.0|32.0|27.0|21.0|19.0|15.0|32.0|27.0|24.0|19.0|11.0||||||47.6|56.0|39.1|||||||||DOUGLAS INGRAM RIDGE WASHINGTO, WA US
103|46.72|-122.9527|56.4|1998||351.0|351.0|187.0|113.0||0.0|0.0|19.0|6.0|120.0|12.0|11.0||0.0|2.68|102.0|28.0|28.0|16.0|16.0|16.0|31.0|27.0||||4022.0|4022.0|56.83||0.0|55.1|63.8|46.3|||||||||CENTRALIA, WA US
104|46.3119|-119.2633|113.7|1997||687.0|687.0|||||0.0|88.0|12.0|149.0|26.0|10.0||||100.0|32.0|28.0|23.0|19.0||27.0|27.0|20.0|20.0|11.0|5043.0|5043.0||||53.6|64.3|42.9|||||||||RICHLAND, WA US
105|46.3119|-119.2633|113.7|1998||||||||||||||||||||||||||||4567.0|4567.0|||||||||||||||RICHLAND, WA US
106|46.5667|-121.6306|1097.3|1997||83.0|83.0|||||0.0|129.0|8.0|63.0|0.0|15.0||||87.0|32.0|27.0|21.0|20.0||31.0|28.0|21.0|20.0|15.0|7358.0|7358.0||||45.8|54.3|37.3|||||||||HAGER CREEK WASHINGTON, WA US
107|46.3872|-123.5602|30.5|1997||65.0|65.0|210.0|162.0|0.0|0.0|0.0|61.0|0.0|92.0|2.0|21.0|0.0|0.0|6.43|92.0|32.0|27.0||||32.0|28.0|24.0|||5222.0|5222.0|134.96||0.0|51.3|61.1|41.4|||||||||GRAYS RIVER HATCHERY, WA US
108|46.3872|-123.5602|30.5|1998||90.0|90.0|219.0|157.0||0.0|0.0|53.0|4.0|92.0|5.0|13.0||0.1|4.68|93.0|31.0|27.0|19.0|19.0|14.0|32.0|28.0||||4888.0|4888.0|127.06||0.1|51.2|60.4|42.0|||||||||GRAYS RIVER HATCHERY, WA US
109|47.27|-121.34|1173.5|1997||34.0|34.0|171.0|171.0|||0.0|175.0|69.0|50.0|0.0|7.0|||4.3|85.0|31.0|27.0|23.0|20.0|16.0|31.0|27.0|21.0|20.0|12.0|9126.0|9126.0|103.17|||40.9|47.9|33.8|||||||||STAMPEDE PASS, WA US
110|47.27|-121.34|1173.5|1998||151.0|151.0|175.0|175.0|||4.0|181.0|52.0|67.0|6.0|-3.0|||4.3|95.0|31.0|27.0|22.0|10.0|10.0|31.0|26.0|24.0|20.0|5.0|8657.0|8657.0|88.1|||42.0|49.1|34.9|||||||||STAMPEDE PASS, WA US
111|48.522220000000004|-123.02306000000002|33.2|1998||12.0|12.0|||||0.0|29.0|8.0|70.0|0.0|15.0||||86.0|32.0|20.0|20.0|20.0|16.0|32.0|28.0|22.0|15.0|15.0||||||50.5|58.4|42.6|||||||||FRIDAY HARBOR AIRPORT, WA US
112|46.9733|-122.9033|57.3|1997|5.8|80.0|80.0|190.0|128.0|||0.0|68.0|0.0|97.0|4.0|15.0|||2.57|91.0|31.0|28.0||||32.0|28.0|20.0|20.0|16.0|5325.0|5325.0|64.87|||50.9|60.6|41.1||0.0|180.0|||99.1|48.1||OLYMPIA AIRPORT, WA US
113|46.9733|-122.9033|57.3|1998|5.8|144.0|144.0|181.0|104.0|||1.0|64.0|6.0|105.0|9.0|-1.0|||3.06|100.0|32.0|28.0|22.0|9.0|9.0|31.0|28.0|23.0|||5154.0|5154.0|57.99|||51.1|61.2|40.9||170.0|160.0|||34.0|47.0||OLYMPIA AIRPORT, WA US
114|48.1806|-118.4636|1428.3|1998||477.0|477.0|||||8.0|164.0|76.0|93.0|7.0|-11.0||||94.0|32.0|28.0|24.0|18.0|15.0|32.0|26.0|23.0|20.0|3.0|7860.0|7860.0||||44.8|52.1|37.5|||||||||GOLD MOUNTAIN WASHINGTON, WA US
115|48.2975|-117.4039|792.5|1998||391.0|391.0|||||7.0|171.0|20.0|127.0|29.0|-11.0||||100.0|30.0|27.0|22.0|20.0|1.0|30.0|27.0|23.0|20.0|10.0||||||47.3|58.4|36.3|||||||||FLOWERY TRAIL WASHINGTON, WA US
116|47.9558|-124.3539|106.7|1997||31.0|31.0|222.0|183.0|0.0|3.0|0.0|43.0|0.0|78.0|0.0|23.0|0.0|1.0|5.65|89.0|32.0|||||32.0|26.0|23.0|||5397.0|5397.0|162.26||3.0|51.2|59.5|43.0|||||||||FORKS 1 E, WA US
117|47.9558|-124.3539|106.7|1998||69.0|69.0|217.0|156.0||4.0|0.0|42.0|4.0|80.0|2.0|16.0||2.0|4.85|94.0|32.0|24.0|24.0|17.0|16.0|30.0|28.0|23.0|||5001.0|5001.0|134.52||5.0|50.9|59.2|42.6|||||||||FORKS 1 E, WA US
118|46.20399999999999|-117.2472|1037.2|1997||||74.0|54.0|2.0|3.0|||||||8.0|8.0|1.08||||||||||||||15.46||12.5||||||||||||ASOTIN 14 SW, WA US
119|46.20399999999999|-117.2472|1037.2|1998||||89.0|63.0||3.0||||||||6.0|1.2||||||||||||||23.29||9.5||||||||||||ASOTIN 14 SW, WA US
120|46.8008|-124.0863|3.0|1997||||208.0|149.0|0.0|0.0|||||||0.0|0.0|2.78||||||||||||||94.61||0.0||||||||||||GRAYLAND, WA US
121|46.8008|-124.0863|3.0|1998||0.0|0.0|228.0|149.0||0.0|0.0|24.0|5.0|23.0|0.0|14.0||0.0|2.25|78.0|29.0|27.0|20.0|20.0|14.0|29.0|28.0||||4430.0|4430.0|89.06||0.0|51.2|58.0|44.4|||||||||GRAYLAND, WA US
122|47.3329|-118.6967|470.0|1997||464.0|464.0|75.0|43.0||7.0|1.0|131.0|23.0|141.0|24.0|0.0||3.0|0.56|101.0|31.0|25.0|20.0|20.0|16.0|30.0|22.0|22.0|20.0|15.0|6372.0|6372.0|12.45||10.9|50.0|61.7|38.3|||||||||ODESSA, WA US
123|47.3329|-118.6967|470.0|1998||718.0|718.0|84.0|48.0||5.0|3.0|111.0|13.0|150.0|51.0|-3.0||3.0|0.88|107.0|24.0|24.0|24.0|20.0|12.0|31.0|28.0|24.0|9.0|9.0|5390.0|5390.0|13.56||9.0|52.2|64.6|39.8|||||||||ODESSA, WA US
124|47.28|-121.47|984.5|1997||18.0|18.0|188.0|188.0|||0.0|155.0|20.0|40.0|0.0|10.0|||3.3|85.0|32.0|28.0|24.0|13.0|13.0|31.0|26.0|21.0|16.0|13.0|8473.0|8473.0|110.35|||42.7|50.9|34.4|||||||||MEADOWS PASS, WA US
125|47.28|-121.47|984.5|1998||43.0|43.0|183.0|183.0|||2.0|147.0|19.0|58.0|3.0|-3.0|||4.1|92.0|30.0|28.0|23.0|13.0|13.0|30.0|28.0|24.0|17.0|16.0|7918.0|7918.0|97.35|||43.1|51.4|34.8|||||||||MEADOWS PASS, WA US
126|48.5119|-122.6136|6.1|1997||67.0|67.0|159.0|89.0||0.0|0.0|23.0|1.0|83.0|0.0|21.0||0.0|1.12|84.0|31.0|||||32.0|28.0|21.0|||4855.0|4855.0|31.55||0.0|52.8|60.0|45.6|||||||||ANACORTES, WA US
127|48.5119|-122.6136|6.1|1998||66.0|66.0|144.0|76.0||0.0|0.0|17.0|5.0|84.0|0.0|15.0||0.0|1.17|86.0|25.0|25.0|19.0|19.0|15.0|30.0|27.0|22.0|||4319.0|4319.0|28.07||0.0|52.9|59.9|45.9|||||||||ANACORTES, WA US
128|47.75|-121.09|1204.0|1997||13.0|13.0|191.0|191.0|||0.0|196.0|54.0|43.0|0.0|6.0|||7.8|85.0|29.0|26.0|24.0|19.0|14.0|30.0|24.0|24.0|19.0|13.0|9522.0|9522.0|121.88|||39.8|48.0|31.7|||||||||STEVENS PASS, WA US
129|47.75|-121.09|1204.0|1998||92.0|92.0|167.0|167.0|||4.0|190.0|50.0|60.0|5.0|-6.0|||3.7|93.0|31.0|26.0|24.0|20.0|13.0|30.0|28.0|24.0|15.0|15.0|8936.0|8936.0|88.13|||41.0|49.0|32.9|||||||||STEVENS PASS, WA US
130|46.55|-121.17|1804.4|1997||||134.0|134.0|||||||||||3.3||||||||||||||43.35||||||||||||||GREEN LAKE, WA US
131|46.55|-121.17|1804.4|1998||54.0|54.0|121.0|121.0|221.0||6.0|218.0|99.0|49.0|0.0|-13.0|76.0||2.7|89.0|28.0|27.0|23.0|17.0|16.0|30.0|27.0|23.0|20.0|15.0|10222.0|10222.0|39.96|||37.9|46.8|29.1|||||||||GREEN LAKE, WA US
132|47.02|-121.46|1767.8|1997||4.0|4.0|179.0|179.0|||0.0|226.0|73.0|24.0|0.0|2.0|||4.1|81.0|32.0|26.0|24.0|20.0|15.0|32.0|28.0|23.0|19.0|14.0|10289.0|10289.0|71.92|||37.3|45.1|29.6|||||||||CORRAL PASS, WA US
133|47.02|-121.46|1767.8|1998||67.0|67.0|186.0|186.0|||4.0|216.0|90.0|43.0|0.0|-11.0|||2.4|88.0|32.0|28.0|23.0|20.0|13.0|29.0|28.0|24.0|20.0|15.0|9966.0|9966.0|68.53|||37.9|45.6|30.2|||||||||CORRAL PASS, WA US
134|47.3705|-123.16|6.4|1997||||192.0|132.0|0.0|0.0|||0.0|93.0|0.0||0.0|0.0|7.23|89.0|||||||||||||115.63||0.0||60.0||||||||||CUSHMAN POWERHOUSE NUMBER 2, WA US
135|47.3705|-123.16|6.4|1998||||174.0|128.0||2.0|||6.0|99.0|6.0|||7.0|5.1|95.0|||||||||||||113.15||8.0||60.4||||||||||CUSHMAN POWERHOUSE NUMBER 2, WA US
136|48.9775|-122.7927|18.3|1997||19.0|19.0|171.0|119.0|0.0|1.0|0.0|71.0|2.0|66.0|0.0|14.0|0.0|2.0|2.25|80.0|32.0|26.0||||30.0|28.0|23.0|16.0|16.0|5951.0|5951.0|52.73||2.0|50.2|57.6|42.8|||||||||BLAINE, WA US
137|48.9775|-122.7927|18.3|1998||48.0|48.0|152.0|104.0||4.0|0.0|37.0|10.0|66.0|0.0|10.0||8.0|1.5|83.0|32.0|24.0|24.0|16.0|16.0|30.0|28.0|22.0|18.0||5178.0|5178.0|41.06||19.5|50.8|58.0|43.6|||||||||BLAINE, WA US
138|46.35|-123.1|883.9|1998||||||||||||||||||||||||||||6693.0|6693.0|||||||||||||||ABERNATHY MOUNTAIN WASHINGTON, WA US
139|46.1505|-122.9163|3.7|1998||231.0|231.0|197.0|128.0||0.0|0.0|22.0|5.0|110.0|9.0|14.0||0.8|2.23|101.0|29.0|25.0|16.0|16.0|16.0|32.0|27.0||||||55.45||1.6|53.5|62.2|44.7|||||||||LONGVIEW, WA US
140|48.9946|-117.3544|559.9|1997||147.0|147.0|148.0|95.0|123.0|21.0|5.0|163.0|28.0|90.0|8.0|-5.0|33.0|4.5|2.01|96.0|32.0|26.0|22.0|20.0|16.0|32.0|28.0|22.0|14.0|14.0|7664.0|7664.0|35.36||49.8|44.9|55.1|34.8|||||||||BOUNDARY DAM, WA US
141|48.9946|-117.3544|559.9|1998||414.0|414.0|157.0|102.0||18.0|7.0|149.0|18.0|136.0|34.0|-10.0||5.8|2.02|101.0|31.0|24.0|24.0|5.0|5.0|31.0|27.0|23.0|19.0|10.0|6559.0|6559.0|36.1||48.6|48.1|59.0|37.3|||||||||BOUNDARY DAM, WA US
142|48.2|-120.92|1822.7|1997||13.0|13.0|177.0|177.0|||3.0|251.0|86.0|42.0|0.0|-1.0|||2.6|89.0|30.0|25.0|24.0|18.0|15.0|31.0|27.0|24.0|15.0|15.0|10611.0|10611.0|90.78|||36.8|47.2|26.4|||||||||LYMAN LAKE, WA US
143|48.2|-120.92|1822.7|1998||71.0|71.0|163.0|163.0|||10.0|219.0|93.0|61.0|2.0|-16.0|||2.9|92.0|27.0|27.0|21.0|19.0|15.0|32.0|25.0|21.0|19.0|15.0|9941.0|9941.0|89.1|||38.0|48.3|27.8|||||||||LYMAN LAKE, WA US
144|46.62972|-123.21056000000002|79.2|1997||||203.0|145.0||0.0||||||||0.0|2.35||||||||||||||67.15||0.0||||||||||||DOTY 3 E, WA US
145|46.62972|-123.21056000000002|79.2|1998||||196.0|133.0||5.0||||||||6.0|2.9||||||||||||||68.38||16.5||||||||||||DOTY 3 E, WA US
146|46.3236|-120.0103|227.7|1998||||||||||||||||||||||||||||4743.0|4743.0|||||||||||||||SUNNYSIDE, WA US
147|47.5711|-124.2922|24.4|1997||11.0|11.0|218.0|173.0|0.0|0.0|0.0|54.0|0.0|80.0|0.0|21.0|0.0|0.0|2.38|89.0|31.0|28.0||||30.0|27.0|21.0|||5252.0|5252.0|138.58||0.0|51.1|60.1|42.0|||||||||CLEARWATER, WA US
148|47.5711|-124.2922|24.4|1998||23.0|23.0|196.0|152.0||0.0|0.0|57.0|4.0|75.0|0.0|15.0||0.0|2.36|88.0|32.0|27.0|22.0|20.0|15.0|31.0|27.0|20.0|20.0||4871.0|4871.0|111.06||0.0|50.4|59.4|41.4|||||||||CLEARWATER, WA US
149|46.7491|-121.8119|841.9|1997||51.0|51.0|184.0|158.0|154.0|37.0|0.0|157.0|4.0|77.0|2.0|13.0|51.0|9.5|3.96|90.0|30.0|28.0|21.0|19.0||30.0|27.0|24.0|19.0|16.0|7383.0|7383.0|102.85||131.5|44.7|54.0|35.3|||||||||LONGMIRE RAINIER NPS, WA US
150|46.7491|-121.8119|841.9|1998||||195.0|135.0||36.0|0.0|156.0||||1.0||12.0|2.3||31.0|28.0|24.0|12.0|12.0|31.0|28.0|22.0|19.0|15.0|||75.8||142.7|||35.9|||||||||LONGMIRE RAINIER NPS, WA US
151|46.6091|-121.6744|323.1|1997||88.0|88.0|191.0|133.0||5.0|0.0|85.0|0.0|103.0|3.0|16.0||5.0|3.96|93.0|30.0|27.0|24.0|||28.0|28.0|18.0|18.0|16.0|5600.0|5600.0|75.23||17.0|49.7|59.5|39.9|||||||||PACKWOOD, WA US
152|46.6091|-121.6744|323.1|1998||||194.0|122.0||9.0|0.0|62.0||||6.0||13.0|2.18||28.0|28.0|21.0|14.0|14.0|31.0|28.0|22.0|17.0||5343.0|5343.0|59.08||38.0|||41.0|||||||||PACKWOOD, WA US
153|46.12|-117.85|1685.5|1997||56.0|56.0|140.0|140.0|||1.0|178.0|60.0|50.0|0.0|-2.0|||2.7|84.0|31.0|28.0|24.0|18.0|16.0|28.0|24.0|22.0|13.0|13.0|9022.0|9022.0|61.36|||40.9|48.5|33.2|||||||||TOUCHET, WA US
154|46.12|-117.85|1685.5|1998||247.0|247.0|166.0|166.0|||4.0|191.0|67.0|65.0|1.0|-15.0|||2.4|90.0|32.0|27.0|24.0|17.0|15.0|30.0|27.0|24.0|20.0|13.0|8619.0|8619.0|58.53|||41.8|49.2|34.3|||||||||TOUCHET, WA US
155|46.62|-121.39|1767.8|1997||2.0|2.0|170.0|170.0|||1.0|232.0|91.0|17.0|0.0|-1.0|||4.4|81.0|31.0|27.0|24.0|20.0|16.0|31.0|26.0|21.0|19.0|9.0|10543.0|10543.0|122.07|||36.2|43.9|28.6|||||||||PIGTAIL PEAK, WA US
156|46.62|-121.39|1767.8|1998||48.0|48.0|198.0|198.0|||4.0|218.0|95.0|32.0|0.0|-11.0|||3.9|86.0|32.0|27.0|23.0|18.0|15.0|29.0|27.0|23.0|19.0|13.0|10282.0|10282.0|90.94|||37.3|44.6|29.9|||||||||PIGTAIL PEAK, WA US
157|45.62083|-122.65722|9.1|1998||419.0|419.0|||||0.0|30.0|6.0|119.0|14.0|5.0||||101.0|32.0|28.0|22.0|13.0|13.0|32.0|26.0|24.0||||||||54.4|62.9|46.0|||||||||VANCOUVER PEARSON AIRPORT, WA US
158|46.0163|-122.7325|94.5|1997||||||0.0|0.0|||||||0.0|0.0|||||||||||||||||0.0||||||||||||KALAMA FALLS HATCHERY, WA US
159|46.0163|-122.7325|94.5|1998||||183.0|147.0||0.0||||||||0.0|2.13||||||||||||||79.29||0.0||||||||||||KALAMA FALLS HATCHERY, WA US
160|48.9797|-117.6747|1325.9|1997||80.0|80.0|||||2.0|180.0|64.0|63.0|0.0|-2.0||||89.0|32.0|28.0|24.0|20.0|16.0|32.0|28.0|23.0|20.0|14.0||||||42.1|49.5|34.8|||||||||CEDAR CREEK WASHINGTON, WA US
161|48.9797|-117.6747|1325.9|1998||366.0|366.0|||||8.0|163.0|50.0|79.0|4.0|-8.0||||91.0|32.0|26.0|24.0|19.0|5.0|32.0|27.0|22.0|20.0|4.0|7868.0|7868.0||||44.9|52.1|37.6|||||||||CEDAR CREEK WASHINGTON, WA US
162|48.66|-119.84|1359.4|1997||16.0|16.0|91.0|91.0|||3.0|217.0|86.0|44.0|0.0|-9.0|||1.1|87.0|31.0|27.0|19.0|19.0|13.0|31.0|27.0|22.0|19.0|13.0|10489.0|10489.0|23.56|||37.4|46.5|28.3|||||||||SALMON MEADOWS, WA US
163|48.66|-119.84|1359.4|1998||74.0|74.0|122.0|122.0|||11.0|203.0|80.0|64.0|0.0|-16.0|||1.7|88.0|30.0|28.0|23.0|18.0|15.0|31.0|28.0|21.0|19.0|15.0|9602.0|9602.0|36.94|||39.5|48.7|30.3|||||||||SALMON MEADOWS, WA US
164|46.7225|-118.6524|458.7|1997||||78.0|36.0|7.0|5.0|||||||2.0|2.1|0.63||||||||||||||10.99||9.0||||||||||||HATTON 9 SE, WA US
165|46.7225|-118.6524|458.7|1998||||84.0|34.0||3.0|||12.0|143.0|52.0|||1.7|0.49|108.0|||||||||||||10.44||6.0||64.8||||||||||HATTON 9 SE, WA US
166|48.44|-120.92|1402.1|1997||39.0|39.0|172.0|172.0|||0.0|189.0|69.0|31.0|0.0|5.0|||4.6|85.0|32.0|28.0|24.0|20.0|16.0|31.0|28.0|20.0|16.0|16.0|9756.0|9756.0|98.85|||39.3|45.8|32.7|||||||||PARK CREEK RIDGE, WA US
167|48.44|-120.92|1402.1|1998||156.0|156.0|161.0|161.0|||7.0|184.0|68.0|50.0|2.0|-9.0|||3.1|91.0|32.0|27.0|23.0|18.0|11.0|31.0|28.0|22.0|20.0|16.0|9092.0|9092.0|73.63|||41.2|47.9|34.5|||||||||PARK CREEK RIDGE, WA US
168|48.6758|-121.2419|160.0|1997||161.0|161.0|190.0|153.0||1.0|0.0|63.0|2.0|91.0|2.0|13.0||4.0|3.66|90.0|32.0|||||29.0|28.0|13.0|13.0|13.0|6309.0|6309.0|101.94||4.0|49.3|57.0|41.7|||||||||NEWHALEM, WA US
169|48.6758|-121.2419|160.0|1998||306.0|306.0|164.0|114.0||3.0|0.0|48.0|10.0|109.0|12.0|12.0||5.8|2.9|98.0|32.0|23.0|23.0|14.0|14.0|29.0|26.0|16.0|16.0|16.0|5318.0|5318.0|76.85||11.8|50.8|58.7|42.9|||||||||NEWHALEM, WA US
170|48.9672|-122.3291|19.5|1997||74.0|74.0|186.0|131.0||1.0|0.0|49.0|2.0|107.0|0.0|13.0||1.0|2.05|89.0|31.0|27.0||||29.0|27.0|19.0|19.0|13.0|5559.0|5559.0|61.44||1.0|51.7|60.2|43.1|||||||||CLEARBROOK, WA US
171|48.9672|-122.3291|19.5|1998||123.0|123.0|164.0|111.0||3.0|0.0|38.0|12.0|118.0|1.0|12.0||7.0|1.4|90.0|31.0|27.0|20.0|20.0|15.0|31.0|27.0|20.0|20.0|15.0|4697.0|4697.0|46.17||13.1|51.9|60.9|42.9|||||||||CLEARBROOK, WA US
172|48.1843|-117.0476|659.0|1997|||||||9.0||||||||7.0|||||||||||||||24.61||30.2||||||||||||NEWPORT, WA US
173|48.1843|-117.0476|659.0|1998||||||||||||||||||||||||||||||30.64||||||||||||||NEWPORT, WA US
174|48.35|-122.66667|14.3|1997|8.9|1.0|1.0|152.0|71.0|0.0|0.0|0.0|36.0|1.0|26.0|0.0|18.0|0.0|0.0|0.94|79.0|32.0|28.0||||30.0|25.0|20.0|20.0||5818.0|5818.0|20.87||0.0|50.3|57.5|43.1|||||||||WHIDBEY ISLAND NAS, WA US
175|48.35|-122.66667|14.3|1998|9.2|2.0|2.0|144.0|59.0|2.0|4.0|0.0|24.0|7.0|14.0|0.0|13.0|3.0|2.7|0.85|81.0|27.0|27.0|20.0|20.0|14.0|32.0|27.0|23.0|17.0||5140.0|5140.0|20.69||7.6|50.3|56.9|43.8||||130.0||||68.0|WHIDBEY ISLAND NAS, WA US
176|46.83333|-123.23333000000001|24.4|1997||||||1.0|0.0|||||||1.0|0.0|||||||||||||||||0.0||||||||||||OAKVILLE, WA US
177|45.9481|-120.6669|787.9|1998|||||||0.0||||||||0.0|||||||||||||||30.77||0.0||||||||||||SATUS PASS 2 SSW, WA US
178|47.9375|-124.555|56.4|1997|5.6|3.0|3.0|213.0|169.0|||0.0|59.0|0.0|47.0|0.0|19.0|||3.95|85.0|31.0|28.0||||32.0|27.0|24.0|19.0||5883.0|5883.0|128.93|||50.0|58.5|41.6||160.0|170.0|||36.9|55.0||QUILLAYUTE STATE AIRPORT, WA US
179|47.9375|-124.555|56.4|1998|5.1|22.0|22.0|217.0|152.0|||0.0|47.0|4.0|53.0|0.0|12.0|||4.05|86.0|30.0|28.0|24.0|18.0|12.0|32.0|28.0|24.0|||5232.0|5232.0|104.54|||49.9|58.1|41.7||240.0|230.0|||36.9|51.0||QUILLAYUTE STATE AIRPORT, WA US
180|47.29|-120.37|1319.8|1997||69.0|69.0|92.0|92.0|||0.0|185.0|65.0|60.0|1.0|3.0|||2.1|90.0|31.0|27.0|24.0|20.0|14.0|31.0|28.0|22.0|20.0|15.0|9051.0|9051.0|24.76|||40.8|49.1|32.6|||||||||UPPER WHEELER, WA US
181|47.29|-120.37|1319.8|1998||231.0|231.0|110.0|110.0|||7.0|185.0|60.0|79.0|3.0|-6.0|||1.9|93.0|32.0|27.0|24.0|15.0|15.0|32.0|26.0|24.0|20.0|16.0|8624.0|8624.0|37.56|||42.5|50.9|34.1|||||||||UPPER WHEELER, WA US
182|47.37|-121.44|1228.3|1997||16.0|16.0|185.0|185.0|||0.0|168.0|65.0|29.0|0.0|8.0|||6.7|81.0|32.0|27.0|22.0|18.0|15.0|30.0|27.0|22.0|18.0|10.0|9416.0|9416.0|161.47|||40.1|46.1|34.1|||||||||OLALLIE MEADOWS, WA US
183|47.37|-121.44|1228.3|1998||88.0|88.0|189.0|189.0|||4.0|171.0|38.0|40.0|1.0|-3.0|||6.3|90.0|32.0|27.0|24.0|11.0|11.0|32.0|27.0|24.0|20.0|5.0|8841.0|8841.0|131.85|||41.1|46.9|35.2|||||||||OLALLIE MEADOWS, WA US
184|48.5353|-118.6889|990.6|1997||49.0|49.0|||||9.0|195.0|36.0|86.0|5.0|-10.0||||96.0|30.0|28.0|24.0|18.0|16.0|32.0|27.0|24.0|18.0|15.0|8701.0|8701.0||||42.5|54.7|30.2|||||||||BROWN MOUNTAIN ORCHARD WASHINGTON, WA US
185|48.5353|-118.6889|990.6|1998||199.0|199.0|||||8.0|187.0|26.0|119.0|24.0|-18.0||||97.0|31.0|25.0|24.0|20.0|14.0|27.0|27.0|24.0|20.0|16.0|7877.0|7877.0||||44.7|57.0|32.4|||||||||BROWN MOUNTAIN ORCHARD WASHINGTON, WA US
186|46.3675|-124.0377|7.6|1997||22.0|22.0|216.0|151.0|0.0|0.0|0.0|26.0|0.0|39.0|0.0|21.0|0.0|0.0|3.28|85.0|30.0|28.0||||29.0|28.0|24.0|||5066.0|5066.0|94.74||0.0|51.8|59.3|44.3|||||||||LONG BEACH EXPERIMENT STATION, WA US
187|46.3675|-124.0377|7.6|1998||1.0|1.0|237.0|158.0||0.0|0.0|25.0|3.0|20.0|0.0|14.0||0.0|2.49|76.0|32.0|28.0|22.0|15.0|15.0|31.0|28.0||||4467.0|4467.0|96.64||0.0|51.3|57.9|44.7|||||||||LONG BEACH EXPERIMENT STATION, WA US
188|47.1694|-122.0036|208.8|1997||126.0|126.0|182.0|129.0|0.0|0.0|0.0|32.0|0.0|103.0|0.0|18.0|0.0|0.0|1.81|88.0|31.0|25.0||||30.0|28.0|24.0|19.0||5013.0|5013.0|56.12||0.0|52.7|61.5|43.9|||||||||BUCKLEY 1 NE, WA US
189|47.1694|-122.0036|208.8|1998||162.0|162.0|196.0|120.0||0.0|0.0|25.0|5.0|105.0|5.0|12.0||0.0|2.04|97.0|32.0|28.0|16.0|16.0|16.0|31.0|28.0|23.0|18.0||4554.0|4554.0|47.07||0.0|52.3|61.3|43.4|||||||||BUCKLEY 1 NE, WA US
190|47.8344|-120.0005|363.9|1997||513.0|513.0|78.0|41.0||5.0|0.0|106.0|27.0|117.0|13.0|4.0||5.0|1.13|95.0|29.0|25.0|23.0|||32.0|28.0|24.0|18.0|13.0|||13.61||15.2|49.8|58.1|41.5|||||||||CHELAN, WA US
191|47.8344|-120.0005|363.9|1998||877.0|877.0|98.0|60.0||12.0|0.0|73.0|25.0|139.0|37.0|4.0||5.8|1.23|105.0|32.0|25.0|24.0|19.0|6.0|31.0|28.0|23.0|19.0|7.0|5455.0|5455.0|19.79||31.8|52.8|61.7|43.9|||||||||CHELAN, WA US
192|47.4144|-121.7561|475.5|1997||45.0|45.0|210.0|167.0|52.0|14.0|0.0|78.0|4.0|73.0|0.0|17.0|12.0|9.0|2.44|87.0|32.0|23.0|23.0|17.0||30.0|28.0|24.0|17.0||6651.0|6651.0|114.06||46.1|47.7|55.1|40.3|||||||||CEDAR LAKE, WA US
193|47.4144|-121.7561|475.5|1998||||203.0|152.0||11.0|0.0|64.0|10.0|68.0|3.0|9.0||5.0|4.54|92.0|32.0|26.0|22.0|11.0|11.0|32.0|28.0|20.0|20.0||||104.8||27.5|48.1|55.5|40.7|||||||||CEDAR LAKE, WA US
194|48.4609|-119.5168|395.0|1998||||||||||||||||||||||||||||||18.25||||||||||||||OMAK, WA US
195|45.622|-122.2178|132.6|1997||63.0|63.0|188.0|144.0|0.0|0.0|0.0|133.0|0.0|123.0|12.0|12.0|0.0|0.5|2.7|94.0|26.0|26.0|22.0|17.0|13.0|32.0|28.0|22.0|17.0|16.0|5677.0|5677.0|94.05||0.5|49.0|62.9|35.2|||||||||SKAMANIA FISH HATCHERY, WA US
