LATITUDE|LONGITUDE|ELEVATION|DATE|AWND|CDSD|CLDD|DP01|DP10|DSND|DSNW|DT00|DT32|DX32|DX70|DX90|EMNT|EMSD|EMSN|EMXP|EMXT|FZF0|FZF1|FZF2|FZF3|FZF4|FZF5|FZF6|FZF7|FZF8|FZF9|HDSD|HTDD|PRCP|PSUN|SNOW|TAVG|TMAX|TMIN|TSUN|WDF2|WDF5|WDFG|WDMV|WSF2|WSF5|WSFG|name
3764|48.6979|-122.9082|12.8|2012||||166.0|98.0|||||||||||1.47||||||||||||||31.94||||||||||||||EASTSOUND 0.3 NW, WA US
3765|48.6079|-122.9466|51.5|2011||||161.0|76.0|||||||||||1.53||||||||||||||26.72||||||||||||||ORCAS 0.7 NNW, WA US
3766|48.6079|-122.9466|51.5|2012||||169.0|96.0|||||||||||1.09||||||||||||||29.75||||||||||||||ORCAS 0.7 NNW, WA US
3767|47.49333|-122.21444|8.8|2011|4.5|139.0|139.0|152.0|93.0|||0.0|42.0|0.0|80.0|0.0|19.0|||1.45|87.0|30.0|27.0||||32.0|20.0|20.0|19.0||4914.0|4914.0|31.59|||51.6|58.8|44.3||160.0|180.0|||29.1|44.1||RENTON MUNICIPAL AIRPORT, WA US
3768|47.49333|-122.21444|8.8|2012|4.7|223.0|223.0|172.0|115.0|||0.0|23.0|1.0|98.0|4.0|26.0|||1.83|94.0|30.0|||||31.0|26.0||||4803.0|4803.0|41.22|||53.3|60.7|45.9||340.0|340.0|||167.1|186.1||RENTON MUNICIPAL AIRPORT, WA US
3769|46.8658|-117.0899|772.7|2011||||148.0|63.0|||||||||||1.06||||||||||||||23.4||||||||||||||PALOUSE 3.2 SSW, WA US
3770|46.8658|-117.0899|772.7|2012||||147.0|83.0|||||||||||0.98||||||||||||||31.04||||||||||||||PALOUSE 3.2 SSW, WA US
3771|46.2111|-119.1011|118.9|2011||830.0|830.0|63.0|14.0|1.0|1.0|0.0|90.0|16.0|142.0|39.0|11.0|1.0|1.0|0.67|99.0|31.0|27.0|23.0|19.0||32.0|28.0|16.0|16.0|16.0|4844.0|4844.0|5.26||1.0|54.0|64.8|43.2|||||||||KENNEWICK, WA US
3772|46.2111|-119.1011|118.9|2012||980.0|980.0|91.0|33.0|||0.0|68.0|3.0|160.0|41.0|15.0|||0.57|105.0|32.0|28.0||||31.0|28.0|23.0|17.0|15.0|4613.0|4613.0|9.47|||55.6|66.6|44.6|||||||||KENNEWICK, WA US
3773|48.4566|-122.9645|17.1|2011||||144.0|66.0|||||||||||1.32||||||||||||||21.71||||||||||||||FRIDAY HARBOR 6.3 SSE, WA US
3774|46.74389|-117.10861000000001|777.5|2011|7.6|173.0|173.0|||||3.0|124.0|22.0|97.0|14.0|-12.0||||98.0|30.0|25.0|23.0|19.0|14.0|29.0|23.0|23.0|17.0|-12.0|6945.0|6945.0||||46.5|56.7|36.3||250.0|210.0|||38.9|114.1||PULLMAN MOSCOW REGIONAL AIRPORT, WA US
3775|46.74389|-117.10861000000001|777.5|2012|7.6|234.0|234.0|||||0.0|132.0|14.0|115.0|18.0|5.0||||99.0|32.0|25.0|20.0|19.0|12.0|30.0|27.0|22.0|16.0|5.0|6387.0|6387.0||||48.0|58.6|37.4|||230.0|||230.0|59.1||PULLMAN MOSCOW REGIONAL AIRPORT, WA US
3776|47.7669|-122.5192|91.1|2011||||192.0|80.0|||||||||||3.33||||||||||||||34.51||||||||||||||INDIANOLA 0.9 NNW, WA US
3777|46.6103|-122.6903|234.4|2011||||194.0|139.0|||||||||||2.97||||||||||||||68.35||||||||||||||ONALASKA 2.8 NE, WA US
3778|46.6103|-122.6903|234.4|2012||||206.0|154.0|||||||||||2.13||||||||||||||75.26||||||||||||||ONALASKA 2.8 NE, WA US
3779|48.085|-123.0638|15.2|2011||1.0|1.0|146.0|64.0|||0.0|102.0|2.0|35.0|0.0|12.0|||1.32|81.0|31.0|28.0|22.0|20.0||32.0|27.0|21.0|12.0|12.0|6291.0|6291.0|19.8|||47.6|55.7|39.4|||||||||SEQUIM 2 E, WA US
3780|48.085|-123.0638|15.2|2012||19.0|19.0|169.0|62.0|||0.0|83.0|1.0|39.0|0.0|20.0|||0.77|85.0|30.0|27.0||||32.0|28.0|24.0|20.0||6283.0|6283.0|17.79|||48.2|56.6|39.8|||||||||SEQUIM 2 E, WA US
3781|47.0091|-123.4008|21.3|2011||113.0|113.0|231.0|133.0|||0.0|77.0|0.0|98.0|7.0|15.0|||3.27|93.0|31.0|28.0|24.0|20.0||31.0|28.0|24.0|19.0|15.0|5196.0|5196.0|74.3|||51.0|61.2|40.8|||||||||ELMA, WA US
3782|47.0091|-123.4008|21.3|2012||127.0|127.0|233.0|153.0|||0.0|74.0|0.0|121.0|8.0|21.0|||5.0|99.0|28.0|28.0||||31.0|28.0|23.0|||5166.0|5166.0|87.94|||51.7|62.3|41.0|||||||||ELMA, WA US
3783|46.2733|-117.495|1371.6|2011||337.0|337.0|||||2.0|156.0|29.0|73.0|1.0|-1.0||||90.0|32.0|27.0|24.0|20.0|15.0|32.0|27.0|23.0|20.0|-1.0|7544.0|7544.0||||44.8|51.9|37.7|||||||||ALDER RIDGE WASHINGTON, WA US
3784|47.04|-121.94|1271.0|2011||21.0|21.0|179.0|179.0|233.0||0.0|158.0|25.0|11.0|0.0|9.0|77.0||1.9|81.0|31.0|26.0|20.0|18.0||32.0|27.0|24.0|19.0|10.0|8981.0|8981.0|89.57|||40.3|45.7|34.8|||||||||BURNT MOUNTAIN, WA US
3785|47.04|-121.94|1271.0|2012||30.0|30.0|186.0|186.0|210.0||0.0|143.0|27.0|20.0|0.0|15.0|91.0||1.5|80.0|32.0|28.0|23.0|20.0||32.0|27.0|24.0|15.0|15.0|8745.0|8745.0|96.06|||41.7|47.3|36.1|||||||||BURNT MOUNTAIN, WA US
3786|47.38|-121.06|1322.8|2011||60.0|60.0|139.0|139.0|||1.0|176.0|29.0|49.0|0.0|-2.0|||3.0|84.0|31.0|27.0|23.0|18.0|13.0|31.0|27.0|24.0|12.0|12.0|8863.0|8863.0|66.94|||41.2|49.0|33.5|||||||||SASSE RIDGE, WA US
3787|47.38|-121.06|1322.8|2012||108.0|108.0|151.0|151.0|226.0||0.0|167.0|36.0|60.0|0.0|14.0|116.0||2.4|87.0|31.0|27.0|24.0|20.0|14.0|30.0|27.0|24.0|15.0|15.0|8478.0|8478.0|69.46|||42.6|50.3|34.9|||||||||SASSE RIDGE, WA US
3788|47.3638|-120.2284|270.1|2011||||71.0|21.0|||||||||||0.9||||||||||||||8.65||||||||||||||MALAGA 1.5 WSW, WA US
3789|46.0089|-121.2634|579.7|2011||120.0|120.0|||2.0|19.0|3.0|248.0|8.0|118.0|23.0|-9.0|4.0|12.0||98.0|32.0|24.0|24.0|16.0|16.0|32.0|27.0|23.0|17.0|15.0|||||45.4|43.8|60.0|27.6|||||||||GLENWOOD NUMBER 2, WA US
3790|46.0089|-121.2634|579.7|2012||||||||||||||||||||||||||||7551.0|7551.0|||||||||||||||GLENWOOD NUMBER 2, WA US
3791|45.9444|-121.9864|457.2|2011||343.0|343.0|||||0.0|140.0|7.0|87.0|15.0|8.0||||101.0|31.0|28.0|23.0|||32.0|28.0|21.0|20.0|8.0|6698.0|6698.0||||47.6|56.9|38.4|||||||||DRY CREEK SKAMANIA WASHINGTO, WA US
3792|45.9444|-121.9864|457.2|2012||||||||||||||||||||||||||||6299.0|6299.0|||||||||||||||DRY CREEK SKAMANIA WASHINGTO, WA US
3793|47.4192|-120.3445|274.3|2011||||83.0|28.0|27.0|6.0|||||||9.0|4.4|0.88||||||||||||||10.02||16.2||||||||||||WENATCHEE 1.0 WSW, WA US
3794|47.4043|-120.3288|276.1|2011||||73.0|32.0|||||||||||0.91||||||||||||||9.98||||||||||||||WENATCHEE 1.5 S, WA US
3795|46.15|-122.15|1048.5|2011||72.0|72.0|176.0|176.0|249.0||0.0|133.0|14.0|31.0|0.0|8.0|155.0||5.6|85.0|31.0|28.0||||29.0|27.0|22.0|8.0|8.0|8161.0|8161.0|165.66|||43.0|48.9|37.0|||||||||JUNE LAKE, WA US
3796|46.15|-122.15|1048.5|2012||96.0|96.0|182.0|182.0|239.0||0.0|108.0|13.0|43.0|0.0|18.0|148.0||5.4|87.0|31.0|28.0|24.0|||31.0|27.0|21.0|18.0||7815.0|7815.0|205.76|||44.4|50.4|38.4|||||||||JUNE LAKE, WA US
3797|47.9167|-123.1172|914.4|2011||61.0|61.0|||||0.0|143.0|6.0|42.0|0.0|11.0||||88.0|32.0|24.0|24.0|||32.0|27.0|24.0|14.0|14.0|7405.0|7405.0||||44.6|52.0|37.3|||||||||COUGAR MOUNTAIN WASHINGTON, WA US
3798|47.9167|-123.1172|914.4|2012||111.0|111.0|||||0.0|129.0|5.0|51.0|0.0|17.0||||88.0|32.0|28.0|24.0|||32.0|28.0|24.0|20.0||7253.0|7253.0||||46.0|53.5|38.5|||||||||COUGAR MOUNTAIN WASHINGTON, WA US
3799|48.7177|-122.5113|4.6|2011||||||||||||||||||||||||||||5368.0|5368.0|||||||||||||||BELLINGHAM 3 SSW, WA US
3800|48.7177|-122.5113|4.6|2012||49.0|49.0|195.0|106.0|||0.0|39.0|2.0|72.0|0.0|13.0|||1.55|88.0|28.0|28.0||||31.0|28.0|21.0|19.0|13.0|||42.48|||50.8|58.5|43.1|||||||||BELLINGHAM 3 SSW, WA US
3801|48.5397|-121.7422|59.4|2011||53.0|53.0|216.0|146.0|||0.0|64.0|2.0|71.0|0.0|16.0|||2.83|86.0|32.0|27.0||||32.0|27.0|19.0|19.0|16.0|5864.0|5864.0|71.05|||48.6|56.1|41.2|||||||||CONCRETE PPL FISH STATION, WA US
3802|48.5397|-121.7422|59.4|2012||102.0|102.0|201.0|147.0|||0.0|44.0|3.0|96.0|3.0|20.0|||3.18|91.0|30.0|||||32.0|28.0|20.0|20.0||5846.0|5846.0|82.22|||49.8|57.5|42.1|||||||||CONCRETE PPL FISH STATION, WA US
3803|48.0279|-122.0773|120.7|2011||||208.0|134.0|9.0|6.0|||||||4.0|4.0|2.1||||||||||||||55.37||17.8||||||||||||LAKE STEVENS 0.9 NW, WA US
3804|48.0279|-122.0773|120.7|2012||||202.0|134.0|6.0|8.0|||||||10.0|9.0|2.11||||||||||||||65.06||27.0||||||||||||LAKE STEVENS 0.9 NW, WA US
3805|47.7|-121.6908|609.6|2011||49.0|49.0|250.0|182.0|||0.0|113.0|14.0|45.0|0.0|14.0|||3.97|83.0|31.0|27.0|24.0|||32.0|28.0|17.0|17.0|15.0|||123.47|||45.3|51.2|39.5|||||||||TOLT SOUTH FORK RESERVOIR, WA US
3806|47.7|-121.6908|609.6|2012||141.0|141.0|236.0|174.0|||0.0|90.0|12.0|68.0|1.0|20.0|||4.28|99.0|31.0|28.0||||31.0|28.0|22.0|20.0||6889.0|6889.0|121.22|||47.3|53.5|41.1|||||||||TOLT SOUTH FORK RESERVOIR, WA US
3807|48.42|-122.6142|12.2|2011||||190.0|84.0|||||||||||0.95||||||||||||||26.94||||||||||||||ANACORTES 4.9 S, WA US
3808|48.1898|-122.3341|74.4|2011||||233.0|101.0|||||||||||2.19||||||||||||||37.07||||||||||||||STANWOOD 3.7 S, WA US
3809|47.35|-120.68|1292.4|2011||91.0|91.0|103.0|103.0|180.0||0.0|168.0|29.0|54.0|0.0|1.0|43.0||2.2|86.0|30.0|26.0|24.0|19.0|15.0|31.0|27.0|23.0|17.0|4.0|8407.0|8407.0|37.47|||42.6|50.7|34.6|||||||||BLEWETT PASS, WA US
3810|47.35|-120.68|1292.4|2012||137.0|137.0|128.0|128.0|178.0||0.0|154.0|38.0|70.0|0.0|13.0|48.0||1.8|87.0|31.0|28.0|22.0|20.0|15.0|27.0|27.0|22.0|18.0|15.0|7958.0|7958.0|40.54|||44.0|51.9|36.2|||||||||BLEWETT PASS, WA US
3811|46.91|-121.48|1649.0|2011||1.0|1.0|170.0|170.0|273.0||6.0|201.0|48.0|19.0|0.0|-11.0|177.0||4.1|79.0|31.0|25.0|22.0|18.0|16.0|32.0|21.0|21.0|20.0|16.0|10193.0|10193.0|96.15|||37.1|45.4|28.8|||||||||MORSE LAKE, WA US
3812|46.91|-121.48|1649.0|2012||3.0|3.0|176.0|176.0|261.0||0.0|203.0|61.0|31.0|0.0|4.0|187.0||5.0|82.0|31.0|28.0|22.0|15.0|15.0|31.0|25.0|24.0|11.0|11.0|9958.0|9958.0|111.88|||38.5|46.9|30.0|||||||||MORSE LAKE, WA US
3813|47.6222|-117.3696|743.7|2011||||117.0|64.0|||||||||||0.6||||||||||||||17.98||||||||||||||SPOKANE 4 SE, WA US
3814|47.7447|-117.4861|605.0|2011||||112.0|47.0||5.0||||||||10.5|0.95||||||||||||||15.81||25.2||||||||||||SPOKANE 6.6 NW, WA US
3815|48.1989|-120.7735|980.8|2012||72.0|72.0|162.0|108.0||70.0|3.0|207.0|67.0|78.0|8.0|-2.0||24.0|2.8|93.0|30.0|28.0|24.0|20.0|12.0|30.0|28.0|24.0|14.0|14.0|9220.0|9220.0|51.96||369.0|41.0|51.7|30.2|||||||||HOLDEN VILLAGE, WA US
3816|47.07|-121.59|685.8|2011||16.0|16.0|142.0|142.0|97.0||0.0|135.0|8.0|40.0|2.0|6.0|24.0||1.8|92.0|31.0|27.0|24.0|18.0||31.0|28.0|22.0|7.0|7.0|7494.0|7494.0|52.85|||44.1|52.2|36.1|||||||||HUCKLEBERRY CREEK, WA US
3817|47.07|-121.59|685.8|2012||39.0|39.0|156.0|156.0|119.0||0.0|117.0|3.0|62.0|1.0|18.0|25.0||2.9|91.0|29.0|27.0|23.0|||29.0|27.0|23.0|20.0||7402.0|7402.0|52.02|||45.5|54.1|36.9|||||||||HUCKLEBERRY CREEK, WA US
3818|46.9736|-124.1406|7.3|2012||||229.0|155.0|||||||||||2.95||||||||||||||95.13||||||||||||||OCEAN SHORES 0.6 ENE, WA US
3819|46.5044|-122.5938|85.3|2011||169.0|169.0|199.0|141.0|||0.0|99.0|3.0|97.0|13.0|16.0|||2.66|95.0|32.0|27.0|23.0|||32.0|16.0|16.0|16.0|16.0|||64.19|||49.7|59.7|39.7|||||||||MAYFIELD POWER PLANT, WA US
3820|46.5044|-122.5938|85.3|2012||204.0|204.0|195.0|151.0|7.0|5.0|0.0|75.0|0.0|119.0|12.0|24.0|12.0|11.5|2.1|101.0|32.0|28.0||||31.0|28.0|24.0|||5467.0|5467.0|71.2||20.0|51.2|61.7|40.8|||||||||MAYFIELD POWER PLANT, WA US
3821|47.0378|-117.9472|503.8|2011||572.0|572.0|||||0.0|108.0|20.0|125.0|40.0|3.0||||102.0|29.0|27.0|24.0|20.0||31.0|28.0|24.0|5.0|5.0|5900.0|5900.0||||50.3|61.1|39.5|||||||||ESCURE WASHINGTON, WA US
3822|47.0378|-117.9472|503.8|2012||727.0|727.0|||||0.0|104.0|8.0|142.0|40.0|13.0||||102.0|32.0|27.0|22.0|20.0|16.0|31.0|27.0|20.0|20.0|15.0|5613.0|5613.0||||52.2|63.2|41.2|||||||||ESCURE WASHINGTON, WA US
3823|48.53|-120.99|1316.7|2011||0.0|0.0|182.0|182.0|227.0||3.0|200.0|46.0|22.0|0.0|-6.0|107.0||3.0|81.0|30.0|26.0|23.0|20.0|11.0|31.0|27.0|24.0|18.0|16.0|9791.0|9791.0|78.07|||37.8|46.4|29.2|||||||||THUNDER BASIN, WA US
3824|48.53|-120.99|1316.7|2012||1.0|1.0|185.0|185.0|226.0||1.0|191.0|42.0|37.0|0.0|-1.0|122.0||2.7|85.0|29.0|26.0|24.0|17.0|13.0|31.0|28.0|23.0|19.0|16.0|9667.0|9667.0|84.18|||39.6|48.4|30.8|||||||||THUNDER BASIN, WA US
3825|47.5694|-122.1271|159.4|2012||||198.0|128.0|||||||||||1.54||||||||||||||58.76||||||||||||||BELLEVUE 2.3 SSE, WA US
3826|47.2|-121.78|1188.7|2011||16.0|16.0|201.0|201.0|244.0||0.0|150.0|35.0|15.0|0.0|6.0|98.0||4.9|81.0|31.0|28.0|23.0|18.0||30.0|28.0|24.0|19.0|7.0|8888.0|8888.0|137.77|||40.3|45.6|35.0|||||||||LYNN LAKE, WA US
3827|47.2|-121.78|1188.7|2012||33.0|33.0|189.0|189.0|215.0||0.0|143.0|37.0|26.0|0.0|16.0|107.0||6.0|80.0|30.0|28.0|23.0|||31.0|26.0|23.0|17.0||8759.0|8759.0|122.88|||41.9|47.6|36.2|||||||||LYNN LAKE, WA US
3828|47.7722|-121.4819|234.7|2011||85.0|85.0|||||0.0|77.0|4.0|81.0|0.0|13.0||||88.0|31.0|28.0|24.0|||31.0|20.0|20.0|20.0|13.0|6151.0|6151.0||||48.1|55.7|40.4|||||||||BARING, WA US
3829|47.7722|-121.4819|234.7|2012||169.0|169.0|||||0.0|71.0|7.0|106.0|5.0|25.0||||94.0|31.0|28.0||||30.0|25.0||||5970.0|5970.0||||49.6|57.8|41.4|||||||||BARING, WA US
3830|48.5557|-119.7492|703.8|2012||264.0|264.0|106.0|50.0|95.0|14.0|3.0|171.0|46.0|113.0|13.0|-11.0|24.0|8.0|1.5|94.0|30.0|24.0|24.0|19.0|16.0|31.0|25.0|24.0|19.0|14.0|7419.0|7419.0|23.63||61.6|45.5|56.9|34.1|||||||||CONCONULLY, WA US
3831|46.8814|-119.3242|260.6|2012||750.0|750.0|||||0.0|105.0|9.0|154.0|38.0|13.0||||105.0|32.0|26.0|24.0|||28.0|28.0|23.0|20.0|16.0||||||53.0|64.3|41.5|||||||||COLUMBIA NWR WASHINGTON, WA US
3832|48.0333|-123.3333|70.0|2011||16.0|16.0|127.0|66.0|||0.0|16.0|2.0|20.0|0.0|20.0|||1.2|83.0|32.0|||||24.0|24.0|20.0|20.0||5759.0|5759.0|27.02|||49.2|54.7|43.8|||||||||VICTORIA GONZALES CS, BC CA
3833|48.0333|-123.3333|70.0|2012||34.0|34.0|142.0|79.0|||0.0|8.0|2.0|23.0|0.0|21.0|||1.39|88.0||||||28.0|24.0|24.0|||5594.0|5594.0|26.32|||50.1|55.6|44.5|||||||||VICTORIA GONZALES CS, BC CA
3834|47.1358|-122.2558|176.5|2011||||195.0|115.0|||||||||||1.94||||||||||||5822.0|5822.0|47.17||||||||||||||MCMILLIN RESERVOIR, WA US
3835|47.1358|-122.2558|176.5|2012||75.0|75.0|196.0|136.0|||0.0|56.0|2.0|75.0|3.0|24.0|||1.47|91.0|32.0|27.0||||29.0|28.0|24.0|||||53.26|||49.9|57.9|41.9|||||||||MCMILLIN RESERVOIR, WA US
3836|46.64|-121.38|1353.3|2011||5.0|5.0|131.0|131.0|235.0||2.0|181.0|45.0|28.0|0.0|-1.0|89.0||2.1|80.0|31.0|28.0|23.0|19.0|16.0|31.0|25.0|24.0|20.0|15.0|||51.14|||39.0|45.7|32.3|||||||||WHITE PASS E.S., WA US
3837|46.64|-121.38|1353.3|2012||19.0|19.0|148.0|148.0|224.0||0.0|175.0|55.0|39.0|0.0|12.0|93.0||2.3|83.0|32.0|28.0|23.0|19.0|15.0|32.0|28.0|17.0|17.0|15.0|9347.0|9347.0|60.85|||40.1|47.0|33.3|||||||||WHITE PASS E.S., WA US
3838|48.2072|-122.6913|15.2|2011||7.0|7.0|159.0|72.0|||0.0|33.0|1.0|57.0|0.0|19.0|||1.25|79.0|31.0|25.0|22.0|||31.0|19.0|19.0|19.0||5408.0|5408.0|22.09|||49.9|57.0|42.9|||||||||COUPEVILLE 1 S, WA US
3839|48.2072|-122.6913|15.2|2012||||172.0|98.0|||||||||||1.23||||||||||||5387.0|5387.0|29.78||||||||||||||COUPEVILLE 1 S, WA US
3840|48.3509|-120.7264|383.1|2012||507.0|507.0|154.0|91.0|||0.0|137.0|21.0|125.0|32.0|11.0|||3.03|102.0|31.0|28.0|22.0|19.0||31.0|27.0|24.0|16.0|16.0|6424.0|6424.0|48.75|||48.3|58.4|38.2|||||||||STEHEKIN 4 NW, WA US
3841|46.6722|-120.4994|341.4|2011||333.0|333.0|90.0|25.0|||0.0|173.0|22.0|128.0|22.0|3.0|||1.8|97.0|30.0|28.0|21.0|20.0|16.0|31.0|28.0|23.0|14.0|14.0|6603.0|6603.0|8.61|||47.5|60.8|34.2|||||||||SELAH 2 NE, WA US
3842|46.6722|-120.4994|341.4|2012||466.0|466.0|96.0|30.0|||0.0|159.0|14.0|140.0|33.0|4.0|||0.81|102.0|30.0|28.0|21.0|20.0|13.0|32.0|28.0|24.0|20.0|12.0|6523.0|6523.0|11.13|||49.1|62.5|35.8|||||||||SELAH 2 NE, WA US
3843|48.69|-121.91|926.6|2011||||192.0|192.0|237.0||||||||124.0||4.9||||||||||||||139.76||||||||||||||ELBOW LAKE, WA US
3844|48.69|-121.91|926.6|2012||99.0|99.0|197.0|197.0|230.0||0.0|110.0|9.0|52.0|0.0|15.0|140.0||4.4|88.0|32.0|28.0|24.0|||31.0|27.0|23.0|19.0|15.0|7789.0|7789.0|162.86|||44.8|51.6|38.0|||||||||ELBOW LAKE, WA US
3845|48.0944|-123.228|69.2|2011||||143.0|72.0|||||||||||1.91||||||||||||||23.89||||||||||||||SEQUIM 5.8 WNW, WA US
3846|47.6914|-122.3619|80.8|2011||||204.0|91.0|||||||||||1.83||||||||||||||36.63||||||||||||||SEATTLE 5.0 NNW, WA US
3847|47.6914|-122.3619|80.8|2012||||211.0|104.0|||||||||||2.18||||||||||||||47.09||||||||||||||SEATTLE 5.0 NNW, WA US
3848|47.4136|-124.1031|179.2|2011||31.0|31.0|||||0.0|54.0|1.0|55.0|0.0|21.0||||88.0|32.0|28.0||||32.0|21.0|21.0|||6133.0|6133.0||||48.3|55.5|41.1|||||||||BLACK KNOB WASHINGTON, WA US
3849|47.4136|-124.1031|179.2|2012||43.0|43.0|||||0.0|35.0|0.0|52.0|2.0|26.0||||94.0|31.0|||||32.0|27.0||||5903.0|5903.0||||49.0|55.9|42.2|||||||||BLACK KNOB WASHINGTON, WA US
3850|47.3725|-122.7027|5.2|2011||20.0|20.0|169.0|102.0|||0.0|105.0|1.0|95.0|0.0|16.0|||3.27|86.0|31.0|28.0|23.0|20.0||32.0|28.0|24.0|16.0|16.0|||51.42|||48.5|58.6|38.4|||||||||WAUNA 3 W, WA US
3851|47.3725|-122.7027|5.2|2012||65.0|65.0|165.0|121.0|||0.0|91.0|1.0|99.0|3.0|24.0|||3.5|93.0|31.0|27.0|24.0|||31.0|28.0|24.0|||5797.0|5797.0|62.74|||49.6|59.6|39.7|||||||||WAUNA 3 W, WA US
3852|47.346000000000004|-122.322|41.5|2012||||172.0|116.0|||||||||||1.36||||||||||||||46.7||||||||||||||FEDERAL WAY 2.5 NNE, WA US
3853|48.0891|-123.5448|249.3|2011||||184.0|99.0|||||||||||2.55||||||||||||||45.47||||||||||||||PORT ANGELES 8.1 SSW, WA US
3854|48.0891|-123.5448|249.3|2012||||199.0|113.0|||||||||||1.55||||||||||||||47.17||||||||||||||PORT ANGELES 8.1 SSW, WA US
3855|48.5405|-121.446|124.1|2011||35.0|35.0|206.0|143.0|||0.0|81.0|4.0|72.0|0.0|13.0|||3.97|88.0|32.0|26.0|23.0|||31.0|27.0|13.0|13.0|13.0|6199.0|6199.0|91.9|||47.6|55.6|39.5|||||||||DARRINGTON 21 NNE, WA US
3856|48.5405|-121.446|124.1|2012||116.0|116.0|199.0|155.0|||0.0|69.0|4.0|101.0|6.0|18.0|||2.55|94.0|32.0|26.0||||31.0|28.0|18.0|18.0||6206.0|6206.0|91.41|||49.0|57.7|40.4|||||||||DARRINGTON 21 NNE, WA US
3857|47.4752|-122.2019|64.6|2012||||174.0|121.0|||||||||||1.46||||||||||||||48.09||||||||||||||RENTON 0.5 SSW, WA US
3858|47.6216|-117.52799999999999|717.2|2011|8.3|409.0|409.0|123.0|57.0|34.0|9.0|3.0|140.0|34.0|101.0|16.0|-10.0|12.0|6.8|0.63|94.0|32.0|27.0|23.0|20.0|15.0|32.0|28.0|14.0|14.0|14.0|7031.0|7031.0|15.45||34.9|47.0|56.4|37.6||220.0|210.0|||45.0|57.9||SPOKANE INTERNATIONAL AIRPORT, WA US
3859|47.6216|-117.52799999999999|717.2|2012|8.3|515.0|515.0|132.0|72.0|50.0|19.0|0.0|128.0|27.0|121.0|21.0|6.0|8.0|6.0|1.18|98.0|32.0|28.0|21.0|20.0|15.0|30.0|26.0|21.0|6.0|6.0|6583.0|6583.0|21.33||51.9|49.1|58.5|39.6||220.0|210.0|||48.1|57.9||SPOKANE INTERNATIONAL AIRPORT, WA US
3860|48.5158|-122.125|22.3|2012||||212.0|130.0|||||||||||3.13||||||||||||||59.43||||||||||||||SEDRO WOOLLEY 5.1 E, WA US
3861|47.62|-119.8983|771.1|2011||310.0|310.0|||||2.0|175.0|35.0|105.0|22.0|-7.0||||98.0|32.0|27.0|23.0|17.0|16.0|31.0|27.0|24.0|8.0|8.0|7556.0|7556.0||||45.5|56.6|34.3|||||||||DOUGLAS WASHINGTON, WA US
3862|47.62|-119.8983|771.1|2012||||||||||||||||||||||||||||6879.0|6879.0|||||||||||||||DOUGLAS WASHINGTON, WA US
3863|47.9522|-122.7908|42.7|2011||||156.0|80.0|||||||||||2.01||||||||||||||30.18||||||||||||||CHIMACUM 4 S, WA US
3864|47.9522|-122.7908|42.7|2012||||175.0|91.0|||||||||||1.64||||||||||||||38.2||||||||||||||CHIMACUM 4 S, WA US
3865|48.4277|-122.3886|5.5|2011||||209.0|101.0|||||||||||1.37||||||||||||||36.24||||||||||||||MOUNT VERNON 3.4 W, WA US
3866|48.4277|-122.3886|5.5|2012||||208.0|113.0|||||||||||1.51||||||||||||||39.4||||||||||||||MOUNT VERNON 3.4 W, WA US
3867|46.9692|-120.54|451.1|2011||287.0|287.0|79.0|26.0|||4.0|171.0|30.0|105.0|12.0|-5.0|||2.13|94.0|29.0|24.0|24.0|18.0|16.0|32.0|28.0|24.0|8.0|8.0|7016.0|7016.0|8.9|||46.9|58.2|35.7|||||||||ELLENSBURG, WA US
3868|46.9692|-120.54|451.1|2012||||97.0|35.0|||||21.0|117.0|19.0||||0.53|98.0|||||||||||||10.72||||59.7||||||||||ELLENSBURG, WA US
3869|47.3766|-121.9613|163.1|2011||45.0|45.0|205.0|136.0|||0.0|91.0|2.0|72.0|0.0|15.0|||1.93|87.0|26.0|26.0|23.0|||29.0|21.0|21.0|15.0|15.0|6083.0|6083.0|65.09|||48.1|56.4|39.8|||||||||LANDSBURG, WA US
3870|47.3766|-121.9613|163.1|2012||87.0|87.0|||||0.0|73.0|4.0|87.0|4.0|17.0||||93.0|31.0|28.0||||32.0|28.0|17.0|17.0||5994.0|5994.0||||49.4|57.8|41.0|||||||||LANDSBURG, WA US
3871|46.7602|-117.1861|766.6|2011||222.0|222.0|129.0|59.0|||3.0|135.0|18.0|102.0|18.0|-10.0|||1.02|97.0|27.0|27.0|23.0|20.0|15.0|32.0|27.0|24.0|0.0|0.0|6872.0|6872.0|21.02|||46.7|57.5|36.0|||||||||PULLMAN 2 NW, WA US
3872|46.7602|-117.1861|766.6|2012||285.0|285.0|124.0|75.0|||0.0|129.0|12.0|126.0|18.0|7.0|||0.91|98.0|28.0|28.0|21.0|20.0|11.0|29.0|28.0|22.0|11.0|11.0|6358.0|6358.0|23.65|||48.7|59.6|37.8|||||||||PULLMAN 2 NW, WA US
3873|47.4536|-121.6658|478.5|2011||80.0|80.0|||||0.0|93.0|7.0|74.0|1.0|11.0||||92.0|32.0|26.0||||32.0|27.0|11.0|11.0|11.0|6342.0|6342.0||||47.3|55.4|39.2|||||||||FIRE TRAINING ACADEMY WASHINGT, WA US
